case_number,external_id,title,url,as_of,close_time,resolution_time,probability,outcome,description
67,kalshi:KXMVECROSSCATEGORY-S2026DA05B14626F-8E579D02267,"no Target Price: $0.1011376,yes Target Price: $2,097.17,yes Target Price: $84.4517,no Target Price: $1.3416",https://kalshi.com/markets/KXMVECROSSCATEGORY-S2026DA05B14626F-8E579D02267,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:18.592804Z,0.0,no,
68,kalshi:KXMVECROSSCATEGORY-S2026DA05B14626F-0AC28D9F4D2,"no Target Price: $0.1011376,yes Target Price: $2,097.17,no Target Price: $84.4517,no Target Price: $1.3416",https://kalshi.com/markets/KXMVECROSSCATEGORY-S2026DA05B14626F-0AC28D9F4D2,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:18.586487Z,0.0,no,
69,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S202647FFC7D484F-B12B11777C0,"yes $76,600 or above,no Target Price: $0.1011376,no Target Price: $2,097.17,no Target Price: $84.4517,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202647FFC7D484F-B12B11777C0,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.532317Z,0.0,no,
70,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20268E625821C51-9AA486B7B80,"yes $76,600 or above,no Target Price: $0.1011376,no Target Price: $2,097.17,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20268E625821C51-9AA486B7B80,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.469476Z,0.0,no,
71,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S202656AA54D79DF-31E6B51EB16,"yes $76,600 or above,no Target Price: $2,097.17,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202656AA54D79DF-31E6B51EB16,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.521508Z,0.0,yes,
72,kalshi:KXMVECROSSCATEGORY-S20265345E1942B8-D22A8B44F92,"no Target Price: $0.1011376,yes Target Price: $2,097.17,no Target Price: $1.3416",https://kalshi.com/markets/KXMVECROSSCATEGORY-S20265345E1942B8-D22A8B44F92,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:18.616474Z,0.0,no,
73,kalshi:KXMVECROSSCATEGORY-S20265345E1942B8-EB14C1480BE,"yes Target Price: $0.1011376,yes Target Price: $2,097.17,no Target Price: $1.3416",https://kalshi.com/markets/KXMVECROSSCATEGORY-S20265345E1942B8-EB14C1480BE,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:18.610962Z,0.0,no,
74,kalshi:KXMVECROSSCATEGORY-S2026C75885A3463-5DEFEE45D1D,"yes Target Price: $2,097.17,no Target Price: $1.3416",https://kalshi.com/markets/KXMVECROSSCATEGORY-S2026C75885A3463-5DEFEE45D1D,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:18.592627Z,0.0,no,
75,kalshi:KXMVECROSSCATEGORY-S2026EF74B1AB11E-173EA270F5F,"yes $76,700 or above,no Target Price: $2,097.17,no Over 218.5 points scored,no Target Price: $1.3416",https://kalshi.com/markets/KXMVECROSSCATEGORY-S2026EF74B1AB11E-173EA270F5F,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:18.52676Z,0.0,no,
76,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20269D5BAA119F5-D22A8B44F92,"no Target Price: $0.1011376,yes Target Price: $2,097.17,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20269D5BAA119F5-D22A8B44F92,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.451227Z,0.0,no,
77,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S202632E9FE1F44E-5DEFEE45D1D,"yes Target Price: $2,097.17,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202632E9FE1F44E-5DEFEE45D1D,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.560397Z,0.0,no,
78,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20267959E05B8DC-5FB2F575BA7,"yes $76,600 or above,no Target Price: $2,097.17,no Target Price: $84.4517",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20267959E05B8DC-5FB2F575BA7,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.50131Z,0.0,yes,
79,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20269BA5B004077-F5EAD5E295E,"no Target Price: $2,097.17,no Target Price: $84.4517",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20269BA5B004077-F5EAD5E295E,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.457956Z,0.0,yes,
80,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20260B843283A90-910F88B808B,"no Target Price: $0.1011376,no Target Price: $2,097.17",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20260B843283A90-910F88B808B,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.62992Z,0.0,no,
81,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S2026E4C54BACF72-00DF83EA49F,"no Target Price: $0.1011376,no Target Price: $2,097.17,no Target Price: $84.4517",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026E4C54BACF72-00DF83EA49F,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:03:03.483362Z,0.0,no,
82,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S202629BFE743660-0AC28D9F4D2,"no Target Price: $0.1011376,yes Target Price: $2,097.17,no Target Price: $84.4517,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202629BFE743660-0AC28D9F4D2,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:03:11.540509Z,0.0,no,
83,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20269E8CB26A0D7-3E5F62AFCAE,"yes $76,600 or above,no Target Price: $0.1011376,no Target Price: $2,097.17,no Target Price: $84.4517",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20269E8CB26A0D7-3E5F62AFCAE,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.432495Z,0.0,no,
84,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20261240F706F6C-26AF9F50F9B,"yes $76,600 or above,no Target Price: $0.1011376,no Target Price: $2,097.17",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20261240F706F6C-26AF9F50F9B,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.596416Z,0.0,no,
85,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S2026D82F3D7EC3E-E3972017E77,"yes $76,600 or above,no Target Price: $2,097.17",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026D82F3D7EC3E-E3972017E77,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.388399Z,0.0,yes,
86,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20269CDA76E209E-3838B83BCD7,"no Target Price: $0.1011376,no Target Price: $84.4517,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20269CDA76E209E-3838B83BCD7,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.457743Z,0.0,no,
87,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S2026739CF1227D1-DC5D581F480,"no Target Price: $0.1011376,no Target Price: $84.4517",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026739CF1227D1-DC5D581F480,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.514813Z,0.0,no,
88,kalshi:KXMVECROSSCATEGORY-S2026BE19F8C3313-C0C68231386,"yes $76,700 or above,no Target Price: $2,097.17,no Target Price: $1.3416",https://kalshi.com/markets/KXMVECROSSCATEGORY-S2026BE19F8C3313-C0C68231386,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:08:11.540642Z,0.0,no,
89,kalshi:KXMVECROSSCATEGORY-S20267D9C293AA6E-22ECFDB340C,"yes $76,700 or above,no Target Price: $2,097.17",https://kalshi.com/markets/KXMVECROSSCATEGORY-S20267D9C293AA6E-22ECFDB340C,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:18.59912Z,0.0,no,
90,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S202672ED5CFEC26-49191415EC8,"no Target Price: $0.1011376,no Target Price: $2,097.17,yes Oklahoma City,yes Chet Holmgren: 6+,yes Isaiah Hartenstein: 6+,yes Over 212.5 points scored,no Target Price: $84.4517,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202672ED5CFEC26-49191415EC8,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.306858Z,0.0,no,
91,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S2026E902E301E1E-F4833EC3955,"no Target Price: $0.1011376,no Target Price: $2,097.17,yes Oklahoma City,yes Chet Holmgren: 6+,yes Isaiah Hartenstein: 6+,yes Over 212.5 points scored,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026E902E301E1E-F4833EC3955,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.280596Z,0.0,no,
92,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20262B6242E7A72-DC4E8670A45,"yes Facundo Diaz Acosta,yes Valentin Vacherot,yes Martin Landaluce,yes Marin Cilic,yes Matteo Arnaldi,yes Alexei Popyrin,yes Alejandro Tabilo,yes Daniil Medvedev,yes $76,600 or above,no Target Price: $0.1011376,no Target Price: $2,097.17,no Target Price: $84.4517,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20262B6242E7A72-DC4E8670A45,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.597656Z,0.0,no,
93,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S2026FBBEAFA73D0-0E1A5CE82AA,"yes Facundo Diaz Acosta,yes Valentin Vacherot,yes Martin Landaluce,yes Marin Cilic,yes Matteo Arnaldi,yes Alexei Popyrin,yes Alejandro Tabilo,yes Daniil Medvedev,no Target Price: $0.1011376,no Target Price: $2,097.17,no Target Price: $84.4517,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026FBBEAFA73D0-0E1A5CE82AA,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.382386Z,0.0,no,
94,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S202629BFE743660-183C6039325,"no Target Price: $0.1011376,no Target Price: $2,097.17,no Target Price: $84.4517,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202629BFE743660-183C6039325,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:03:03.477444Z,0.0,no,
95,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20269D5BAA119F5-CDFAB7973A2,"no Target Price: $0.1011376,no Target Price: $2,097.17,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20269D5BAA119F5-CDFAB7973A2,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.445313Z,0.0,no,
96,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S202632E9FE1F44E-B275BA0B361,"no Target Price: $2,097.17,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202632E9FE1F44E-B275BA0B361,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.553834Z,0.0,yes,
97,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20262B6242E7A72-454919B3440,"yes Facundo Diaz Acosta,yes Valentin Vacherot,yes Martin Landaluce,yes Marin Cilic,yes Matteo Arnaldi,yes Alexei Popyrin,yes Alejandro Tabilo,yes Daniil Medvedev,yes $76,700 or above,no Target Price: $0.1011376,no Target Price: $2,097.17,no Target Price: $84.4517,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20262B6242E7A72-454919B3440,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.578724Z,0.0,no,
98,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20260C6217F5D99-A1DDC9A0E15,"yes Facundo Diaz Acosta,yes Valentin Vacherot,yes Martin Landaluce,yes Marin Cilic,yes Alexei Popyrin,yes Alejandro Tabilo,yes Daniil Medvedev,yes $76,700 or above,no Target Price: $0.1011376,no Target Price: $2,097.17,no Target Price: $84.4517,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20260C6217F5D99-A1DDC9A0E15,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.616884Z,0.0,no,
99,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20269E0580F3E51-F242767064B,"yes Facundo Diaz Acosta,yes Valentin Vacherot,yes Martin Landaluce,yes Marin Cilic,yes Alexei Popyrin,yes Alejandro Tabilo,yes Daniil Medvedev,yes $76,700 or above,no Target Price: $0.1011376,no Target Price: $2,097.17,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20269E0580F3E51-F242767064B,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.452263Z,0.0,no,
100,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20267E15A99D00C-04FAAAA4FA4,"yes Facundo Diaz Acosta,yes Valentin Vacherot,yes Martin Landaluce,yes Marin Cilic,yes Alexei Popyrin,yes Alejandro Tabilo,yes Daniil Medvedev,yes $76,700 or above,no Target Price: $2,097.17,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20267E15A99D00C-04FAAAA4FA4,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.511868Z,0.0,no,
101,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S2026306A444A692-14A62DDA2BE,"yes Facundo Diaz Acosta,yes Valentin Vacherot,yes Martin Landaluce,yes Marin Cilic,yes Alexei Popyrin,yes Alejandro Tabilo,yes Daniil Medvedev,yes $76,700 or above,no Target Price: $1.3416",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026306A444A692-14A62DDA2BE,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.577806Z,0.0,no,
102,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S202646E8300140C-E1F74FED1F2,"yes Facundo Diaz Acosta,yes Valentin Vacherot,yes Martin Landaluce,yes Marin Cilic,yes Alexei Popyrin,yes Alejandro Tabilo,yes Daniil Medvedev,yes $76,700 or above",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202646E8300140C-E1F74FED1F2,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.547383Z,0.0,no,
103,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S2026E4C54BACF72-B4F87B4AE62,"yes Target Price: $0.1011376,yes Target Price: $2,097.17,no Target Price: $84.4517",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026E4C54BACF72-B4F87B4AE62,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:03:11.540596Z,0.0,no,
104,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S2026EA3065E9A59-39D8DD75C91,"yes Facundo Diaz Acosta,yes Valentin Vacherot,yes Marin Cilic,yes Alexei Popyrin,yes Alejandro Tabilo,yes Daniil Medvedev,yes $76,700 or above",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026EA3065E9A59-39D8DD75C91,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.388035Z,0.0,no,
105,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20268C0B8CC7BFF-EE901466F84,"yes Valentin Vacherot,yes Marin Cilic,yes Alexei Popyrin,yes Alejandro Tabilo,yes Daniil Medvedev,yes $76,700 or above",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20268C0B8CC7BFF-EE901466F84,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.494708Z,0.0,no,
106,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S2026E4C54BACF72-CC5B5FA296D,"no Target Price: $0.1011376,yes Target Price: $2,097.17,no Target Price: $84.4517",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026E4C54BACF72-CC5B5FA296D,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:03:03.470668Z,0.0,no,
107,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S2026043EE3AEBDB-A5DF2FD6B36,"yes Marin Cilic,yes Alexei Popyrin,yes Alejandro Tabilo,yes Daniil Medvedev,yes $76,700 or above",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026043EE3AEBDB-A5DF2FD6B36,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.647943Z,0.0,no,
108,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S202607E801D1CF0-FB41BDFD22C,"yes Marin Cilic,yes Alexei Popyrin,yes Alejandro Tabilo,yes $76,700 or above",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202607E801D1CF0-FB41BDFD22C,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.644425Z,0.0,no,
109,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20260D334F2EEED-8F24B7A18D2,"yes Marin Cilic,yes Alejandro Tabilo,yes $76,700 or above",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20260D334F2EEED-8F24B7A18D2,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.615873Z,0.0,no,
110,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S2026AA152885789-F3EF3A9FE77,"yes Alejandro Tabilo,yes $76,700 or above",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026AA152885789-F3EF3A9FE77,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.432562Z,0.0,no,
111,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20260B843283A90-D7FABDB8F86,"no Target Price: $0.1011376,yes Target Price: $2,097.17",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20260B843283A90-D7FABDB8F86,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:45.622573Z,0.0,no,
112,kalshi:KXMVECROSSCATEGORY-S2026DA05B14626F-8A68E4B77E2,"yes Target Price: $0.1011376,yes Target Price: $2,097.17,yes Target Price: $84.4517,yes Target Price: $1.3416",https://kalshi.com/markets/KXMVECROSSCATEGORY-S2026DA05B14626F-8A68E4B77E2,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:18.580866Z,0.0,no,
113,kalshi:KXMVECROSSCATEGORY-S20265345E1942B8-87653E5C952,"yes Target Price: $0.1011376,yes Target Price: $2,097.17,yes Target Price: $1.3416",https://kalshi.com/markets/KXMVECROSSCATEGORY-S20265345E1942B8-87653E5C952,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:18.604852Z,0.0,no,
114,kalshi:KXMVECROSSCATEGORY-S2026C75885A3463-D191B8E5A84,"yes Target Price: $2,097.17,yes Target Price: $1.3416",https://kalshi.com/markets/KXMVECROSSCATEGORY-S2026C75885A3463-D191B8E5A84,2026-05-26T09:00:00Z,2026-05-26T09:00:00Z,2026-05-26T09:28:18.5869Z,0.0,no,
115,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20263602C4EDE04-9762623E0BB,"yes Valentin Vacherot,yes Marin Cilic,yes Stefanos Tsitsipas,yes Alexei Popyrin,yes Alejandro Tabilo,yes Daniil Medvedev,no Target Price: $76,721.38",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20263602C4EDE04-9762623E0BB,2026-05-26T09:27:46Z,2026-05-26T09:27:46Z,2026-05-26T09:28:45.698718Z,0.0,no,
116,kalshi:KXMVECROSSCATEGORY-S20264BECE970505-A9D0BB9BA62,"no Target Price: $76,721.38,yes Cleveland,yes Tampa Bay",https://kalshi.com/markets/KXMVECROSSCATEGORY-S20264BECE970505-A9D0BB9BA62,2026-05-26T08:45:00Z,2026-05-26T08:45:00Z,2026-05-26T09:28:18.550792Z,0.0,no,
117,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S202623FDBF43BE6-EE7E271F819,"yes Target Price: $2,096.43,yes Target Price: $84.3798",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202623FDBF43BE6-EE7E271F819,2026-05-26T08:45:00Z,2026-05-26T08:45:00Z,2026-05-26T09:28:45.702126Z,0.0,yes,
118,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20260773AF56161-533DB29FAB1,"yes Target Price: $84.3798,yes Target Price: $1.3408",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20260773AF56161-533DB29FAB1,2026-05-26T08:45:00Z,2026-05-26T08:45:00Z,2026-05-26T09:28:45.711651Z,0.0,yes,
119,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S202615E7695E5EC-3AEF96FE3EB,"no Target Price: $0.1011294,yes Target Price: $1.3408",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202615E7695E5EC-3AEF96FE3EB,2026-05-26T08:45:00Z,2026-05-26T08:45:00Z,2026-05-26T09:28:45.709001Z,0.0,no,
120,kalshi:KXMVESPORTSMULTIGAMEEXTENDED-S20261846F944F8D-A9697868DB6,"no Target Price: $0.1011294,yes Target Price: $84.3798,yes Target Price: $1.3408",https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20261846F944F8D-A9697868DB6,2026-05-26T08:45:00Z,2026-05-26T08:45:00Z,2026-05-26T09:28:45.705368Z,0.0,no,
