case_number,external_id,title,url,as_of,close_time,resolution_time,probability,outcome,description
111,manifold:LuO8uU2Nlc,Will silver prices be $50 + by the end of 2025,https://manifold.markets/trevortaylor/will-silver-prices-be-50-by-the-end,2025-10-19T00:57:50Z,2025-10-19T01:02:24Z,2025-10-19T01:02:24Z,0.97788697555642,yes,
112,manifold:9nOCcnC0gN,False flag operation at No Kings protest leads to martial law?,https://manifold.markets/journcy/false-flag-operation-at-no-kings-pr,2025-10-19T00:19:22Z,2025-10-19T02:25:00Z,2025-10-19T16:06:10Z,0.023667048831557718,no,
113,manifold:t0h6S8U0hP,Liverpool beats AC Milan in Hong Kong on 26 July 2025?,https://manifold.markets/ilikepolarbears/liverpool-beats-ac-milan-in-hong-ko,2025-07-26T08:42:56Z,2025-07-26T11:30:00Z,2025-07-26T15:22:51Z,0.8423442373382152,no,
114,manifold:EAnSCLQZuh,"Will Antonio bring home a girl on January 8th, 2026?",https://manifold.markets/JoLin/will-antonio-bring-home-a-girl-on-j,2026-01-09T04:42:17Z,2026-01-09T07:59:00Z,2026-01-09T15:43:22Z,0.569674807965325,no,
115,manifold:d6AzgL2IAu,Will @bens puzzle be solved in the last hours of 2025? (+ clearinghouse),https://manifold.markets/MachiNi/will-bens-puzzle-be-solved-in-the-l,2025-12-23T03:00:38Z,2025-12-23T03:01:01Z,2025-12-23T03:01:01Z,0.009319441109328384,no,
116,manifold:R8tnpQlQO8,Nvidia H100 compute prices above 3.50 on 11/6 at 12:00pm EST?,https://manifold.markets/WayneNelmsE0t9/nvidia-h100-compute-prices-above-35-SI0tPcLpZp,2025-11-06T10:02:33Z,2025-11-06T17:00:00Z,2025-11-06T18:52:50Z,0.03483183287972577,no,
117,manifold:g5NQldQZP5,Resolves to the side with the most holders at market close,https://manifold.markets/Jack1/resolves-to-the-side-with-the-most-ALtdhz065c,2025-12-16T15:49:00Z,2025-12-16T16:00:00Z,2025-12-16T18:31:54Z,0.93,yes,
118,manifold:Ls8A6zN09E,Will there be 40 inches of rain in Central Park this year?,https://manifold.markets/strutheo/will-there-be-40-inches-of-rain-in,2025-12-31T19:38:29Z,2026-01-01T04:59:00Z,2026-01-01T05:36:37Z,0.04000000000000003,no,
119,manifold:O6AR0dqQIA,"U.S. PHEV sales exceed 22,900 units in Jan 2026?",https://manifold.markets/MikhailTal/us-phev-sales-exceed-22900-units-in,2026-02-23T21:09:03Z,2026-02-23T21:53:17Z,2026-02-23T21:53:17Z,0.011007652041201197,no,
120,manifold:Uln0hnC6OQ,Tyrese Haliburton scores 20+ points in Game 6 of the NBA Finals,https://manifold.markets/JudeCroissant/tyrese-haliburton-scores-20-points,2025-06-19T22:43:26Z,2025-06-20T00:30:00Z,2025-06-20T05:01:21Z,0.3611114885900391,no,
